-105.0378400, 40.5669870
-105.0384122, 40.5669261
-105.0395832, 40.5665958
-105.0399885, 40.5665121
-105.0404157, 40.5664133
-105.0407483, 40.5663563
-105.0409740, 40.5663373
-105.0411938, 40.5663451
-105.0412289, 40.5662762
-105.0412982, 40.5661111
-105.0413333, 40.5660517
-105.0413456, 40.5660350
-105.0413909, 40.5659839
-105.0414439, 40.5659465
-105.0415082, 40.5659163
-105.0419617, 40.5657786
-105.0421416, 40.5657225
-105.0423053, 40.5656757
-105.0424080, 40.5656520
-105.0424810, 40.5656420
-105.0426380, 40.5656340
-105.0427794, 40.5656245
-105.0429071, 40.5656369
-105.0429860, 40.5656580
-105.0430539, 40.5656693
-105.0431456, 40.5656775
-105.0431881, 40.5656819
-105.0433421, 40.5656907
-105.0433470, 40.5656910
-105.0434470, 40.5656890
-105.0435432, 40.5656708
-105.0439176, 40.5656202
-105.0439835, 40.5656014
-105.0442270, 40.5654345
-105.0444636, 40.5652788
-105.0445783, 40.5652180
-105.0446466, 40.5651784
-105.0446808, 40.5651301
-105.0446664, 40.5650516
-105.0448366, 40.5649447
-105.0449510, 40.5649120
